#Query	#lca rank	#lca taxon	#kingdom	#phylum	#class	#order	#family	#genus	#species	#method
ASV14307	species	Achlya sparrowii	Eukaryota	Oomycota	unknown class	Saprolegniales	Saprolegniaceae	Achlya	Achlya sparrowii	best hit
ASV14319	species	uncultured Kareniaceae	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	unknown genus	uncultured Kareniaceae	best hit
ASV14327	species	Pseudoralfsia sp. 5MP	Eukaryota	Phaeophyceae	Phaeophyceae	Ralfsiales	Pseudoralfsiaceae	Pseudoralfsia	Pseudoralfsia sp. 5MP	best hit
ASV14328	species	Setoutiphycus delamareoides	Eukaryota	Phaeophyceae	Phaeophyceae	Ectocarpales	unknown family	Setoutiphycus	Setoutiphycus delamareoides	best hit
ASV14336	species	Cyclotella cryptica	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Stephanodiscales	Stephanodiscaceae	Cyclotella	Cyclotella cryptica	lca
ASV14345	species	Paramoeba pemaquidensis	Eukaryota	Discosea	Flabellinia	Dactylopodida	Paramoebidae	Paramoeba	Paramoeba pemaquidensis	best hit
ASV1435	species	Paraphysomonas sp.	Eukaryota	Chrysophyceae	Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas sp.	lca
ASV14350	species	uncultured dinoflagellate	Eukaryota	Dinophyceae	Dinophyceae	unknown order	unknown family	unknown genus	uncultured dinoflagellate	best hit
ASV14354	species	Nitzschia alba	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia alba	lca
ASV14358	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV1436	genus	Tetracladium	Fungi	Ascomycota	Leotiomycetes	Helotiales	unknown family	Tetracladium	no identification	lca
ASV1437	species	Pseudocalanus newmani	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus newmani	lca
ASV14384	genus	Polaribacter	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	no identification	lca
ASV14388	species	Polydora cornuta	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Polydora	Polydora cornuta	best hit
ASV14389	species	Terebellides stroemii CMC04	Eukaryota	Annelida	Polychaeta	Terebellida	Trichobranchidae	Terebellides	Terebellides stroemii CMC04	best hit
ASV1439	species	Acrochaetium humile	Eukaryota	Rhodophyta	Florideophyceae	Acrochaetiales	Acrochaetiaceae	Acrochaetium	Acrochaetium humile	best hit
ASV14398	species	Hildenbrandia sp. 40GWS	Eukaryota	Rhodophyta	Florideophyceae	Hildenbrandiales	Hildenbrandiaceae	Hildenbrandia	Hildenbrandia sp. 40GWS	best hit
ASV144	species	Picochlorum sp. SENEW3	Viridiplantae	Chlorophyta	Trebouxiophyceae	unknown order	unknown family	Picochlorum	Picochlorum sp. SENEW3	lca
ASV14401	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV14402	genus	Leohumicola	Fungi	Ascomycota	Leotiomycetes	unknown order	unknown family	Leohumicola	no identification	lca
ASV14404	family	Pythiaceae	Eukaryota	Oomycota	unknown class	Pythiales	Pythiaceae	no identification	no identification	lca
ASV14406	species	Protodinium simplex	Eukaryota	Dinophyceae	Dinophyceae	Suessiales	Suessiaceae	Protodinium	Protodinium simplex	best hit
ASV14409	family	Clionaidae	Eukaryota	Porifera	Demospongiae	Clionaida	Clionaidae	no identification	no identification	lca
ASV14421	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV14434	species	Pythium sp.	Eukaryota	Oomycota	unknown class	Pythiales	Pythiaceae	Pythium	Pythium sp.	lca
ASV1444	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV14442	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV14446	class	Dinophyceae	Eukaryota	Dinophyceae	Dinophyceae	no identification	no identification	no identification	no identification	lca
ASV14457	species	uncultured Kareniaceae	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	unknown genus	uncultured Kareniaceae	best hit
ASV14463	species	Dendrobaena octaedra	Eukaryota	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Dendrobaena	Dendrobaena octaedra	best hit
ASV14469	species	Proclea malmgreni	Eukaryota	Annelida	Polychaeta	Terebellida	Terebellidae	Proclea	Proclea malmgreni	lca
ASV14477	class	Dinophyceae	Eukaryota	Dinophyceae	Dinophyceae	no identification	no identification	no identification	no identification	lca
ASV14481	species	Candidatus Pelagibacter sp. Uisw_127	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Candidatus Pelagibacterales	Candidatus Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. Uisw_127	lca
ASV14482	phylum	Ascomycota	Fungi	Ascomycota	no identification	no identification	no identification	no identification	no identification	lca
ASV14486	order	Pleosporales	Fungi	Ascomycota	Dothideomycetes	Pleosporales	no identification	no identification	no identification	lca
ASV14488	species	Planosiphon complanatus	Eukaryota	Phaeophyceae	Phaeophyceae	Ectocarpales	Scytosiphonaceae	Planosiphon	Planosiphon complanatus	best hit
ASV14500	species	Aspergillus puulaauensis	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus puulaauensis	best hit
ASV14509	species	uncultured Polaribacter sp.	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	uncultured Polaribacter sp.	best hit
ASV1451	species	Petalonia tenella	Eukaryota	Phaeophyceae	Phaeophyceae	Ectocarpales	Scytosiphonaceae	Petalonia	Petalonia tenella	best hit
ASV14526	class	unknown class	Eukaryota	Oomycota	unknown class	no identification	no identification	no identification	no identification	lca
ASV14527	family	Saprolegniaceae	Eukaryota	Oomycota	unknown class	Saprolegniales	Saprolegniaceae	no identification	no identification	lca
ASV14539	species	uncultured dinoflagellate	Eukaryota	Dinophyceae	Dinophyceae	unknown order	unknown family	unknown genus	uncultured dinoflagellate	lca
ASV14542	species	Attheya longicornis	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Attheyaceae	Attheya	Attheya longicornis	lca
ASV14551	species	Dolichomastix tenuilepis	Viridiplantae	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastix	Dolichomastix tenuilepis	lca
ASV14553	species	uncultured Polaribacter sp.	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	uncultured Polaribacter sp.	best hit
ASV14559	species	Membranoptera fabriciana	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Delesseriaceae	Membranoptera	Membranoptera fabriciana	best hit
ASV14572	species	Parvamoeba rugata	Eukaryota	Discosea	unknown class	Himatismenida	unknown family	Parvamoeba	Parvamoeba rugata	lca
ASV14574	order	Helotiales	Fungi	Ascomycota	Leotiomycetes	Helotiales	no identification	no identification	no identification	lca
ASV14576	genus	Olpidiopsis	Eukaryota	Oomycota	unknown class	Olpidiopsidales	Olpidiopsidaceae	Olpidiopsis	no identification	lca
ASV14581	species	Dinophysis caudata	Eukaryota	Dinophyceae	Dinophyceae	Dinophysales	Dinophysaceae	Dinophysis	Dinophysis caudata	best hit
ASV1461	species	uncultured Kareniaceae	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	unknown genus	uncultured Kareniaceae	best hit
ASV1462	species	Henlea ventriculosa complex sp. L3	Eukaryota	Annelida	Clitellata	Enchytraeida	Enchytraeidae	Henlea	Henlea ventriculosa complex sp. L3	best hit
ASV14632	species	uncultured marine bacterium EB0_49D07	Bacteria	unknown phylum	unknown class	unknown order	unknown family	unknown genus	uncultured marine bacterium EB0_49D07	lca
ASV14633	species	Hematodinium sp.	Eukaryota	Dinophyceae	Dinophyceae	Syndiniales	Syndiniaceae	Hematodinium	Hematodinium sp.	best hit
ASV14634	species	Modiolus modiolus	Eukaryota	Mollusca	Bivalvia	Mytilida	Mytilidae	Modiolus	Modiolus modiolus	best hit
ASV14648	species	Cylindrotheca closterium	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium	lca
ASV14659	species	uncultured dinoflagellate	Eukaryota	Dinophyceae	Dinophyceae	unknown order	unknown family	unknown genus	uncultured dinoflagellate	best hit
ASV1466	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV14681	genus	Leohumicola	Fungi	Ascomycota	Leotiomycetes	unknown order	unknown family	Leohumicola	no identification	lca
ASV14683	family	Saprolegniaceae	Eukaryota	Oomycota	unknown class	Saprolegniales	Saprolegniaceae	no identification	no identification	lca
ASV14686	genus	Candidatus Pelagibacter	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Candidatus Pelagibacterales	Candidatus Pelagibacteraceae	Candidatus Pelagibacter	no identification	lca
ASV14706	species	Thecamonas trahens	Eukaryota	unknown phylum	unknown class	Apusomonadida	Apusomonadidae	Thecamonas	Thecamonas trahens	lca
ASV14707	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV14709	species	Pseudostephanoeca paucicostata	Eukaryota	Choanoflagellata	Choanoflagellata	Acanthoecida	Stephanoecidae	Pseudostephanoeca	Pseudostephanoeca paucicostata	lca
ASV14714	species	Appasus major	Eukaryota	Arthropoda	Insecta	Hemiptera	Belostomatidae	Appasus	Appasus major	best hit
ASV14721	species	Pythium oopapillum	Eukaryota	Oomycota	unknown class	Pythiales	Pythiaceae	Pythium	Pythium oopapillum	best hit
ASV14722	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV14723	genus	Pythium	Eukaryota	Oomycota	unknown class	Pythiales	Pythiaceae	Pythium	no identification	lca
ASV14731	family	Peronosporaceae	Eukaryota	Oomycota	unknown class	Peronosporales	Peronosporaceae	no identification	no identification	lca
ASV14734	species	Pythium pachycaule	Eukaryota	Oomycota	unknown class	Pythiales	Pythiaceae	Pythium	Pythium pachycaule	best hit
ASV14736	genus	Globisporangium	Eukaryota	Oomycota	unknown class	Pythiales	Pythiaceae	Globisporangium	no identification	lca
ASV14748	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV1475	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV14758	family	Saprolegniaceae	Eukaryota	Oomycota	unknown class	Saprolegniales	Saprolegniaceae	no identification	no identification	lca
ASV14760	family	Pythiaceae	Eukaryota	Oomycota	unknown class	Pythiales	Pythiaceae	no identification	no identification	lca
ASV14767	species	Guinardia delicatula	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Guinardia	Guinardia delicatula	best hit
ASV1478	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV14781	class	Sordariomycetes	Fungi	Ascomycota	Sordariomycetes	no identification	no identification	no identification	no identification	lca
ASV14784	species	Achlya sp. SW-2023a	Eukaryota	Oomycota	unknown class	Saprolegniales	Saprolegniaceae	Achlya	Achlya sp. SW-2023a	best hit
ASV14785	species	Phytophthora dauci	Eukaryota	Oomycota	unknown class	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora dauci	lca
ASV14786	class	unknown class	Eukaryota	Oomycota	unknown class	no identification	no identification	no identification	no identification	lca
ASV14787	genus	Penicillium	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	no identification	lca
ASV14789	species	Akanthomyces lecanii	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Akanthomyces	Akanthomyces lecanii	best hit
ASV14811	species	Chordariaceae sp. 10 AP-2014	Eukaryota	Phaeophyceae	Phaeophyceae	Ectocarpales	Chordariaceae	unknown genus	Chordariaceae sp. 10 AP-2014	best hit
ASV1482	species	Encyonema sp. WJS-2015a	Eukaryota	Bacillariophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Encyonema	Encyonema sp. WJS-2015a	best hit
ASV14824	species	Leohumicola sp.	Fungi	Ascomycota	Leotiomycetes	unknown order	unknown family	Leohumicola	Leohumicola sp.	lca
ASV14830	species	Eucheuma denticulatum	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	Solieriaceae	Eucheuma	Eucheuma denticulatum	lca
ASV14855	species	Actinophrys sol	Eukaryota	unknown phylum	Actinophryidae	unknown order	unknown family	Actinophrys	Actinophrys sol	best hit
ASV14859	species	Penicillium citrinum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium citrinum	best hit
ASV14870	species	Cystobasidium minutum MCA 4210	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium minutum MCA 4210	best hit
ASV14876	species	Olpidiopsis sp.	Eukaryota	Oomycota	unknown class	Olpidiopsidales	Olpidiopsidaceae	Olpidiopsis	Olpidiopsis sp.	lca
ASV1489	species	Ephemerella sp. BOLD:AAG2838	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Ephemerellidae	Ephemerella	Ephemerella sp. BOLD:AAG2838	best hit
ASV14890	family	Ophiocordycipitaceae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	no identification	no identification	lca
ASV14891	family	Flavobacteriaceae	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	no identification	no identification	lca
ASV1490	species	Azadinium dalianense	Eukaryota	Dinophyceae	Dinophyceae	Gonyaulacales	Amphidomataceae	Azadinium	Azadinium dalianense	best hit
ASV14900	species	Pedospumella sinomuralis	Eukaryota	Chrysophyceae	Chrysophyceae	Chromulinales	Chromulinaceae	Pedospumella	Pedospumella sinomuralis	lca
ASV14911	species	uncultured dinoflagellate	Eukaryota	Dinophyceae	Dinophyceae	unknown order	unknown family	unknown genus	uncultured dinoflagellate	best hit
ASV14922	family	Flavobacteriaceae	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	no identification	no identification	lca
ASV14925	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV14929	genus	Candidatus Pelagibacter	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Candidatus Pelagibacterales	Candidatus Pelagibacteraceae	Candidatus Pelagibacter	no identification	lca
ASV1495	species	Bryocamptus zschokkei	Eukaryota	Arthropoda	Hexanauplia	Harpacticoida	Canthocamptidae	Bryocamptus	Bryocamptus zschokkei	best hit
ASV1496	species	Terebellides stroemii CMC01	Eukaryota	Annelida	Polychaeta	Terebellida	Trichobranchidae	Terebellides	Terebellides stroemii CMC01	best hit
ASV1497	species	Korotnevella stella	Eukaryota	Discosea	Flabellinia	Dactylopodida	Paramoebidae	Korotnevella	Korotnevella stella	best hit
ASV14972	family	Chordariaceae	Eukaryota	Phaeophyceae	Phaeophyceae	Ectocarpales	Chordariaceae	no identification	no identification	lca
ASV14978	species	uncultured Kareniaceae	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	unknown genus	uncultured Kareniaceae	best hit
ASV1498	species	Synchaeta triophthalma	Eukaryota	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta triophthalma	lca
ASV14990	species	uncultured dinoflagellate	Eukaryota	Dinophyceae	Dinophyceae	unknown order	unknown family	unknown genus	uncultured dinoflagellate	best hit
ASV14993	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV14997	species	Marenzelleria viridis	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Marenzelleria	Marenzelleria viridis	best hit
ASV150	species	Nicolea zostericola	Eukaryota	Annelida	Polychaeta	Terebellida	Terebellidae	Nicolea	Nicolea zostericola	best hit
ASV15000	species	Florenciella parvula	Eukaryota	Dictyochophyceae	Dictyochophyceae	Florenciellales	unknown family	Florenciella	Florenciella parvula	lca
ASV15014	species	Triparma laevis	Eukaryota	Bolidophyceae	Bolidophyceae	Parmales	Triparmaceae	Triparma	Triparma laevis	best hit
ASV1502	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV15025	species	Thecamonas trahens	Eukaryota	unknown phylum	unknown class	Apusomonadida	Apusomonadidae	Thecamonas	Thecamonas trahens	lca
ASV15033	species	Dolichomastix tenuilepis	Viridiplantae	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastix	Dolichomastix tenuilepis	lca
ASV15040	species	uncultured Kareniaceae	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	unknown genus	uncultured Kareniaceae	lca
ASV15047	species	Pygospio elegans	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Pygospio	Pygospio elegans	best hit
ASV15051	genus	Leohumicola	Fungi	Ascomycota	Leotiomycetes	unknown order	unknown family	Leohumicola	no identification	lca
ASV15053	species	Ripella decalvata	Eukaryota	Discosea	Flabellinia	unknown order	Vannellidae	Ripella	Ripella decalvata	lca
ASV15057	species	Sweltsa onkos	Eukaryota	Arthropoda	Insecta	Plecoptera	Chloroperlidae	Sweltsa	Sweltsa onkos	best hit
ASV1506	species	Synchaeta vorax	Eukaryota	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta vorax	best hit
ASV15060	species	Cyclotella cryptica	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Stephanodiscales	Stephanodiscaceae	Cyclotella	Cyclotella cryptica	lca
ASV15061	species	Erwinia sp. LJJL01	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia sp. LJJL01	lca
ASV1507	species	Calliopius laeviusculus	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Calliopiidae	Calliopius	Calliopius laeviusculus	best hit
ASV15089	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV15093	species	Paranais sp. CEE	Eukaryota	Annelida	Clitellata	Tubificida	Naididae	Paranais	Paranais sp. CEE	best hit
ASV15097	class	Sordariomycetes	Fungi	Ascomycota	Sordariomycetes	no identification	no identification	no identification	no identification	lca
ASV15099	species	Cylindrotheca closterium	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium	best hit
ASV15114	species	Saprolegnia torulosa	Eukaryota	Oomycota	unknown class	Saprolegniales	Saprolegniaceae	Saprolegnia	Saprolegnia torulosa	lca
ASV15132	family	Saprolegniaceae	Eukaryota	Oomycota	unknown class	Saprolegniales	Saprolegniaceae	no identification	no identification	lca
ASV15138	species	Saprolegnia parasitica	Eukaryota	Oomycota	unknown class	Saprolegniales	Saprolegniaceae	Saprolegnia	Saprolegnia parasitica	best hit
ASV1515	species	Hydatophylax argus	Eukaryota	Arthropoda	Insecta	Trichoptera	Limnephilidae	Hydatophylax	Hydatophylax argus	best hit
ASV15156	species	Triparma laevis	Eukaryota	Bolidophyceae	Bolidophyceae	Parmales	Triparmaceae	Triparma	Triparma laevis	lca
ASV15163	class	unknown class	Eukaryota	Oomycota	unknown class	no identification	no identification	no identification	no identification	lca
ASV15165	species	Scrippsiella sp. CCMP2775	Eukaryota	Dinophyceae	Dinophyceae	Peridiniales	Peridiniaceae	Scrippsiella	Scrippsiella sp. CCMP2775	best hit
ASV15167	family	Bionectriaceae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	no identification	no identification	lca
ASV15168	class	Demospongiae	Eukaryota	Porifera	Demospongiae	no identification	no identification	no identification	no identification	lca
ASV15171	species	Dictyosiphon foeniculaceus	Eukaryota	Phaeophyceae	Phaeophyceae	Ectocarpales	Chordariaceae	Dictyosiphon	Dictyosiphon foeniculaceus	best hit
ASV1518	species	Nothria conchylega	Eukaryota	Annelida	Polychaeta	Eunicida	Onuphidae	Nothria	Nothria conchylega	best hit
ASV15187	species	Allomuricauda sp. R78024	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Allomuricauda	Allomuricauda sp. R78024	lca
ASV15195	species	Dolichomastix tenuilepis	Viridiplantae	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastix	Dolichomastix tenuilepis	lca
ASV152	species	Micromonas pusilla CCMP1545	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla CCMP1545	best hit
ASV15208	species	Hemileccinum impolitum	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Hemileccinum	Hemileccinum impolitum	best hit
ASV15213	genus	Leptographium	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Leptographium	no identification	lca
ASV15230	class	unknown class	Eukaryota	Oomycota	unknown class	no identification	no identification	no identification	no identification	lca
ASV15245	species	Leptasterias polaris	Eukaryota	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Leptasterias	Leptasterias polaris	best hit
ASV1525	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV15254	species	Parvamoeba rugata	Eukaryota	Discosea	unknown class	Himatismenida	unknown family	Parvamoeba	Parvamoeba rugata	lca
ASV15258	species	Candidatus Megaera endosymbiont of Mesostigma viride	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaera	Candidatus Megaera endosymbiont of Mesostigma viride	lca
ASV15262	species	Cunea russae	Eukaryota	Discosea	Flabellinia	Dactylopodida	Paramoebidae	Cunea	Cunea russae	best hit
ASV15283	genus	Cochliopodium	Eukaryota	Discosea	unknown class	Himatismenida	Cochliopodiidae	Cochliopodium	no identification	lca
ASV15284	species	Shigella sonnei	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella sonnei	best hit
ASV15285	species	Leccinum vulpinum	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Leccinum	Leccinum vulpinum	best hit
ASV15291	species	Polaribacter sp. SA4-12	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. SA4-12	lca
ASV153	species	Minutocellus polymorphus	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	Minutocellus polymorphus	best hit
ASV15306	species	Planosiphon complanatus	Eukaryota	Phaeophyceae	Phaeophyceae	Ectocarpales	Scytosiphonaceae	Planosiphon	Planosiphon complanatus	best hit
ASV15308	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV15317	kingdom	Eukaryota	Eukaryota	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV15322	species	Penicillium oxalicum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium oxalicum	lca
ASV15324	class	Dinophyceae	Eukaryota	Dinophyceae	Dinophyceae	no identification	no identification	no identification	no identification	lca
ASV15329	species	Stephanodiscus reimerii	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Stephanodiscales	Stephanodiscaceae	Stephanodiscus	Stephanodiscus reimerii	best hit
ASV15333	species	Chordariaceae sp. 10 AP-2014	Eukaryota	Phaeophyceae	Phaeophyceae	Ectocarpales	Chordariaceae	unknown genus	Chordariaceae sp. 10 AP-2014	best hit
ASV15339	species	Planosiphon zosterifolius	Eukaryota	Phaeophyceae	Phaeophyceae	Ectocarpales	Scytosiphonaceae	Planosiphon	Planosiphon zosterifolius	best hit
ASV15340	species	Ephydatia cooperensis	Eukaryota	Porifera	Demospongiae	Spongillida	Spongillidae	Ephydatia	Ephydatia cooperensis	best hit
ASV15345	species	Laminaria digitata	Eukaryota	Phaeophyceae	Phaeophyceae	Laminariales	Laminariaceae	Laminaria	Laminaria digitata	best hit
ASV15355	species	Hematodinium sp.	Eukaryota	Dinophyceae	Dinophyceae	Syndiniales	Syndiniaceae	Hematodinium	Hematodinium sp.	lca
ASV15357	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV1537	species	Ephemerella invaria	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Ephemerellidae	Ephemerella	Ephemerella invaria	best hit
ASV154	species	Metridia longa	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Metridia	Metridia longa	best hit
ASV1540	species	Pseudocalanus moultoni	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus moultoni	best hit
ASV1541	species	Flavobacterium marginilacus	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium marginilacus	lca
ASV15425	species	Fuscoporia viticola	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fuscoporia	Fuscoporia viticola	lca
ASV15426	class	Insecta	Eukaryota	Arthropoda	Insecta	no identification	no identification	no identification	no identification	lca
ASV15428	species	Suillus paluster	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus paluster	best hit
ASV15429	genus	Nitzschia	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	no identification	lca
ASV15445	genus	Phaeostroma	Eukaryota	Phaeophyceae	Phaeophyceae	Ectocarpales	Chordariaceae	Phaeostroma	no identification	lca
ASV15463	phylum	Ascomycota	Fungi	Ascomycota	no identification	no identification	no identification	no identification	no identification	lca
ASV15468	species	Dictyocha speculum	Eukaryota	Dictyochophyceae	Dictyochophyceae	Dictyochales	Dictyochaceae	Dictyocha	Dictyocha speculum	lca
ASV1555	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV1556	species	Chondrus crispus	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	Gigartinaceae	Chondrus	Chondrus crispus	best hit
ASV1557	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV1561	species	Hypogastruridae sp. BIOUG19505-C09	Eukaryota	Arthropoda	Collembola	Poduromorpha	Hypogastruridae	unknown genus	Hypogastruridae sp. BIOUG19505-C09	best hit
ASV1563	species	Spiophanes cf. kroyeri VVP-2020	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Spiophanes	Spiophanes cf. kroyeri VVP-2020	best hit
ASV157	species	Castor canadensis	Eukaryota	Chordata	Mammalia	Rodentia	Castoridae	Castor	Castor canadensis	best hit
ASV1571	species	Pseudocalanus newmani	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus newmani	best hit
ASV1580	species	Dynamena pumila	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Sertulariidae	Dynamena	Dynamena pumila	best hit
ASV1586	species	uncultured Kareniaceae	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	unknown genus	uncultured Kareniaceae	best hit
ASV1590	order	Helotiales	Fungi	Ascomycota	Leotiomycetes	Helotiales	no identification	no identification	no identification	lca
ASV1594	species	Oithona similis	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona similis	best hit
