#Query	#lca rank	#lca taxon	#kingdom	#phylum	#class	#order	#family	#genus	#species	#method
ASV2683	species	Spiophanes cf. kroyeri VVP-2020	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Spiophanes	Spiophanes cf. kroyeri VVP-2020	best hit
ASV2685	species	Anthostella stephensoni	Eukaryota	Cnidaria	Anthozoa	Actiniaria	Actiniidae	Anthostella	Anthostella stephensoni	best hit
ASV2686	species	Korotnevella leshevi	Eukaryota	Discosea	Flabellinia	Dactylopodida	Paramoebidae	Korotnevella	Korotnevella leshevi	lca
ASV27	species	Clausocalanus pergens	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus pergens	best hit
ASV2700	species	Eurypon clavigerum	Eukaryota	Porifera	Demospongiae	Axinellida	Raspailiidae	Eurypon	Eurypon clavigerum	best hit
ASV2709	species	Articulospora tetracladia	Fungi	Ascomycota	Leotiomycetes	Helotiales	Discinellaceae	Articulospora	Articulospora tetracladia	best hit
ASV271	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV2717	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV2718	species	Tortanus discaudatus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Tortanidae	Tortanus	Tortanus discaudatus	best hit
ASV2723	species	Calanus sp. sp. BOLD:AAD2449	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus sp. sp. BOLD:AAD2449	best hit
ASV2724	species	Nerilla antennata	Eukaryota	Annelida	Polychaeta	unknown order	Nerillidae	Nerilla	Nerilla antennata	lca
ASV2726	species	Acrochaetium moniliforme	Eukaryota	Rhodophyta	Florideophyceae	Acrochaetiales	Acrochaetiaceae	Acrochaetium	Acrochaetium moniliforme	best hit
ASV273	species	Chorda filum	Eukaryota	Phaeophyceae	Phaeophyceae	Laminariales	Chordaceae	Chorda	Chorda filum	best hit
ASV2732	class	Sordariomycetes	Fungi	Ascomycota	Sordariomycetes	no identification	no identification	no identification	no identification	lca
ASV2735	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV2737	species	Chondrus crispus	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	Gigartinaceae	Chondrus	Chondrus crispus	best hit
ASV2739	species	Micromonas pusilla	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	lca
ASV2741	species	Platorchestia platensis	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Talitridae	Platorchestia	Platorchestia platensis	best hit
ASV2749	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV2767	species	Osmerus mordax	Eukaryota	Chordata	Actinopteri	Osmeriformes	Osmeridae	Osmerus	Osmerus mordax	best hit
ASV2768	species	Thalassiosira punctigera	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira punctigera	best hit
ASV2769	species	Fucus serratus	Eukaryota	Phaeophyceae	Phaeophyceae	Fucales	Fucaceae	Fucus	Fucus serratus	best hit
ASV277	species	Rhopalonema velatum	Eukaryota	Cnidaria	Hydrozoa	Trachymedusae	Rhopalonematidae	Rhopalonema	Rhopalonema velatum	best hit
ASV2780	species	Ilyonectria sp.	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria sp.	lca
ASV2783	species	Flavobacterium lacustre	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium lacustre	lca
ASV279	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV2793	genus	Leohumicola	Fungi	Ascomycota	Leotiomycetes	unknown order	unknown family	Leohumicola	no identification	lca
ASV281	species	Attheya longicornis	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Attheyaceae	Attheya	Attheya longicornis	best hit
ASV2816	species	Columba livia	Eukaryota	Chordata	Aves	Columbiformes	Columbidae	Columba	Columba livia	best hit
ASV2819	species	uncultured diatom	Eukaryota	Bacillariophyta	unknown class	unknown order	unknown family	unknown genus	uncultured diatom	lca
ASV2821	species	uncultured dinoflagellate	Eukaryota	Dinophyceae	Dinophyceae	unknown order	unknown family	unknown genus	uncultured dinoflagellate	best hit
ASV2822	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	best hit
ASV2837	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV2844	species	Stegopterna mutata complex sp. JMR-2009	Eukaryota	Arthropoda	Insecta	Diptera	Simuliidae	Stegopterna	Stegopterna mutata complex sp. JMR-2009	best hit
ASV2854	species	Pseudocalanus newmani	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus newmani	lca
ASV2856	genus	Leohumicola	Fungi	Ascomycota	Leotiomycetes	unknown order	unknown family	Leohumicola	no identification	lca
ASV286	species	Flavobacterium sp.	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp.	lca
ASV2865	species	uncultured dinoflagellate	Eukaryota	Dinophyceae	Dinophyceae	unknown order	unknown family	unknown genus	uncultured dinoflagellate	best hit
ASV2877	species	Dictyocha speculum	Eukaryota	Dictyochophyceae	Dictyochophyceae	Dictyochales	Dictyochaceae	Dictyocha	Dictyocha speculum	lca
ASV2889	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV29	species	Chrysochromulina tobinii	Eukaryota	Haptophyta	unknown class	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina tobinii	lca
ASV2903	species	Microporella cf. ciliata	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Microporellidae	Microporella	Microporella cf. ciliata	best hit
ASV2910	species	Semibalanus balanoides	Eukaryota	Arthropoda	Thecostraca	Balanomorpha	Balanidae	Semibalanus	Semibalanus balanoides	best hit
ASV2911	species	Leptophlebia cupida	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Leptophlebiidae	Leptophlebia	Leptophlebia cupida	best hit
ASV292	species	Alitta succinea	Eukaryota	Annelida	Polychaeta	Phyllodocida	Nereididae	Alitta	Alitta succinea	best hit
ASV2921	species	Pseudocalanus newmani	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus newmani	best hit
ASV2922	order	Pleosporales	Fungi	Ascomycota	Dothideomycetes	Pleosporales	no identification	no identification	no identification	lca
ASV2934	species	Stegopterna sp. BOLD-2016	Eukaryota	Arthropoda	Insecta	Diptera	Simuliidae	Stegopterna	Stegopterna sp. BOLD-2016	best hit
ASV2936	species	Pelagomonas calceolata	Eukaryota	Pelagophyceae	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagomonas	Pelagomonas calceolata	lca
ASV2939	order	Helotiales	Fungi	Ascomycota	Leotiomycetes	Helotiales	no identification	no identification	no identification	lca
ASV2944	species	Ephemera varia	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Ephemeridae	Ephemera	Ephemera varia	best hit
ASV2952	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV2955	species	Alitta succinea	Eukaryota	Annelida	Polychaeta	Phyllodocida	Nereididae	Alitta	Alitta succinea	best hit
ASV296	species	Flavobacterium sp.	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp.	lca
ASV2960	species	Tubifex tubifex complex sp. CEA	Eukaryota	Annelida	Clitellata	Tubificida	Naididae	Tubifex	Tubifex tubifex complex sp. CEA	best hit
ASV2962	species	uncultured dinoflagellate	Eukaryota	Dinophyceae	Dinophyceae	unknown order	unknown family	unknown genus	uncultured dinoflagellate	best hit
ASV2963	species	uncultured dinoflagellate	Eukaryota	Dinophyceae	Dinophyceae	unknown order	unknown family	unknown genus	uncultured dinoflagellate	best hit
ASV2965	species	Oithona similis	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona similis	best hit
ASV297	species	Pseudocalanus acuspes	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus acuspes	best hit
ASV2970	species	Tubificoides fraseri	Eukaryota	Annelida	Clitellata	Tubificida	Naididae	Tubificoides	Tubificoides fraseri	best hit
ASV2978	species	Prionocera turcica	Eukaryota	Arthropoda	Insecta	Diptera	Tipulidae	Prionocera	Prionocera turcica	best hit
ASV2985	species	Asterias rubens	Eukaryota	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Asterias	Asterias rubens	best hit
ASV2987	species	Gammarus lawrencianus	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Gammaridae	Gammarus	Gammarus lawrencianus	best hit
ASV2991	class	unknown class	Eukaryota	Oomycota	unknown class	no identification	no identification	no identification	no identification	lca
ASV2992	species	Parochlus kiefferi	Eukaryota	Arthropoda	Insecta	Diptera	Chironomidae	Parochlus	Parochlus kiefferi	best hit
ASV3	species	Osmerus mordax	Eukaryota	Chordata	Actinopteri	Osmeriformes	Osmeridae	Osmerus	Osmerus mordax	best hit
ASV30	genus	Sarsia	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Corynidae	Sarsia	no identification	lca
ASV3004	order	Pleosporales	Fungi	Ascomycota	Dothideomycetes	Pleosporales	no identification	no identification	no identification	lca
ASV3008	species	Guinardia delicatula	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Guinardia	Guinardia delicatula	lca
ASV3010	order	Pleosporales	Fungi	Ascomycota	Dothideomycetes	Pleosporales	no identification	no identification	no identification	lca
ASV3012	species	Marenzelleria viridis	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Marenzelleria	Marenzelleria viridis	best hit
ASV3013	species	Calanus sp. HLC-25829	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus sp. HLC-25829	best hit
ASV3015	species	Lagenidium sp. DAOM 242348	Eukaryota	Oomycota	unknown class	Lagenidiales	Lagenidiaceae	Lagenidium	Lagenidium sp. DAOM 242348	best hit
ASV3021	species	Gomphonema parvulum	Eukaryota	Bacillariophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	Gomphonema parvulum	lca
ASV3023	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV3032	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV3035	species	Skeletonema grethae	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	Skeletonema grethae	best hit
ASV3036	species	Micropsectra subletteorum	Eukaryota	Arthropoda	Insecta	Diptera	Chironomidae	Micropsectra	Micropsectra subletteorum	best hit
ASV3040	species	Pseudocalanus newmani	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus newmani	lca
ASV3046	species	Flavobacterium sp. N2820	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. N2820	best hit
ASV3047	species	Chironomidae sp. BIOUG22004-D05	Eukaryota	Arthropoda	Insecta	Diptera	Chironomidae	unknown genus	Chironomidae sp. BIOUG22004-D05	lca
ASV3050	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	lca
ASV3063	species	Nothria conchylega	Eukaryota	Annelida	Polychaeta	Eunicida	Onuphidae	Nothria	Nothria conchylega	best hit
ASV307	species	Metridia longa	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Metridia	Metridia longa	best hit
ASV3086	species	Optioservus fastiditus	Eukaryota	Arthropoda	Insecta	Coleoptera	Elmidae	Optioservus	Optioservus fastiditus	best hit
ASV3090	species	Scolecithricella minor	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Scolecitrichidae	Scolecithricella	Scolecithricella minor	best hit
ASV3092	species	uncultured dinoflagellate	Eukaryota	Dinophyceae	Dinophyceae	unknown order	unknown family	unknown genus	uncultured dinoflagellate	best hit
ASV3093	species	Ammodytes dubius	Eukaryota	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	Ammodytes dubius	best hit
ASV3097	class	Sordariomycetes	Fungi	Ascomycota	Sordariomycetes	no identification	no identification	no identification	no identification	lca
ASV3099	species	Chordariaceae sp. 17 AP-2014	Eukaryota	Phaeophyceae	Phaeophyceae	Ectocarpales	Chordariaceae	unknown genus	Chordariaceae sp. 17 AP-2014	best hit
ASV3100	species	Iophon sp. 1 PRT-2020	Eukaryota	Porifera	Demospongiae	Poecilosclerida	unknown family	Iophon	Iophon sp. 1 PRT-2020	lca
ASV3103	species	Dolophilodes distinctus	Eukaryota	Arthropoda	Insecta	Trichoptera	Philopotamidae	Dolophilodes	Dolophilodes distinctus	best hit
ASV3106	species	Ceramium virgatum	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	Ceramium	Ceramium virgatum	best hit
ASV3109	genus	Candidatus Pelagibacter	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Candidatus Pelagibacterales	Candidatus Pelagibacteraceae	Candidatus Pelagibacter	no identification	lca
ASV3123	genus	Nitzschia	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	no identification	lca
ASV3124	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV3128	species	Calliopius laeviusculus	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Calliopiidae	Calliopius	Calliopius laeviusculus	best hit
ASV3129	species	Mytilus edulis	Eukaryota	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus edulis	best hit
ASV3136	species	Tautogolabrus adspersus	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Tautogolabrus	Tautogolabrus adspersus	best hit
ASV314	species	Attheya longicornis	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Attheyaceae	Attheya	Attheya longicornis	best hit
ASV3140	species	Rhynchobrunnera orthospora	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Rhynchobrunnera	Rhynchobrunnera orthospora	best hit
ASV3157	species	Lumbricillus lineatus	Eukaryota	Annelida	Clitellata	Enchytraeida	Enchytraeidae	Lumbricillus	Lumbricillus lineatus	best hit
ASV3158	species	Flavobacterium pectinovorum	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium pectinovorum	lca
ASV316	species	Pseudochattonella farcimen	Eukaryota	Dictyochophyceae	Dictyochophyceae	Florenciellales	unknown family	Pseudochattonella	Pseudochattonella farcimen	best hit
ASV3160	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	lca
ASV3164	species	Scytosiphon promiscuus	Eukaryota	Phaeophyceae	Phaeophyceae	Ectocarpales	Scytosiphonaceae	Scytosiphon	Scytosiphon promiscuus	best hit
ASV3168	species	uncultured Kareniaceae	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	unknown genus	uncultured Kareniaceae	best hit
ASV3174	species	Stylodrilus heringianus	Eukaryota	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus	Stylodrilus heringianus	best hit
ASV3181	species	Ceramium virgatum	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	Ceramium	Ceramium virgatum	best hit
ASV3182	species	Chaetogaster sp. 6 JM-2023	Eukaryota	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster	Chaetogaster sp. 6 JM-2023	best hit
ASV3184	species	Eurychasma dicksonii	Eukaryota	Oomycota	unknown class	Myzocytiopsidales	Eurychasmataceae	Eurychasma	Eurychasma dicksonii	lca
ASV3185	species	uncultured dinoflagellate	Eukaryota	Dinophyceae	Dinophyceae	unknown order	unknown family	unknown genus	uncultured dinoflagellate	best hit
ASV3186	phylum	Ascomycota	Fungi	Ascomycota	no identification	no identification	no identification	no identification	no identification	lca
ASV3188	species	Amphiura cipa	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Amphiuridae	Amphiura	Amphiura cipa	lca
ASV3203	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV3204	species	Tipula oropezoides	Eukaryota	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	Tipula oropezoides	best hit
ASV3206	species	Halioglobus sp. Uisw_031	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	Halioglobus sp. Uisw_031	lca
ASV321	species	Chironomidae sp. BIOUG22046-F02	Eukaryota	Arthropoda	Insecta	Diptera	Chironomidae	unknown genus	Chironomidae sp. BIOUG22046-F02	best hit
ASV3215	species	Oithona similis	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona similis	best hit
ASV3218	species	Leptophlebia sp. BOLD:AAX5673	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Leptophlebiidae	Leptophlebia	Leptophlebia sp. BOLD:AAX5673	best hit
ASV3229	species	Ahnfeltia borealis	Eukaryota	Rhodophyta	Florideophyceae	Ahnfeltiales	Ahnfeltiaceae	Ahnfeltia	Ahnfeltia borealis	best hit
ASV3232	species	Osmerus mordax	Eukaryota	Chordata	Actinopteri	Osmeriformes	Osmeridae	Osmerus	Osmerus mordax	best hit
ASV3243	species	Chironomidae sp. BOLD-2016	Eukaryota	Arthropoda	Insecta	Diptera	Chironomidae	unknown genus	Chironomidae sp. BOLD-2016	best hit
ASV3244	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV3245	species	Entomobrya multifasciata	Eukaryota	Arthropoda	Collembola	Entomobryomorpha	Entomobryidae	Entomobrya	Entomobrya multifasciata	best hit
ASV3251	species	Nitzschia cf. promare	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia cf. promare	lca
ASV3260	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV3264	genus	Pythium	Eukaryota	Oomycota	unknown class	Pythiales	Pythiaceae	Pythium	no identification	lca
ASV3269	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV327	species	Picochlorum sp. SENEW3	Viridiplantae	Chlorophyta	Trebouxiophyceae	unknown order	unknown family	Picochlorum	Picochlorum sp. SENEW3	lca
ASV3278	species	Paraleptophlebia adoptiva	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Leptophlebiidae	Paraleptophlebia	Paraleptophlebia adoptiva	best hit
ASV3279	species	Homo sapiens	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	best hit
ASV3281	order	Hypocreales	Fungi	Ascomycota	Sordariomycetes	Hypocreales	no identification	no identification	no identification	lca
ASV3290	genus	Pythium	Eukaryota	Oomycota	unknown class	Pythiales	Pythiaceae	Pythium	no identification	lca
ASV3294	species	Mytilus edulis	Eukaryota	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus edulis	best hit
ASV3302	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV3307	species	Cymbella bengalensis	Eukaryota	Bacillariophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	Cymbella bengalensis	lca
ASV3316	species	Castor canadensis	Eukaryota	Chordata	Mammalia	Rodentia	Castoridae	Castor	Castor canadensis	best hit
ASV3319	species	Amphiura cipa	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Amphiuridae	Amphiura	Amphiura cipa	lca
ASV3320	species	Eurylophella bicoloroides	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Ephemerellidae	Eurylophella	Eurylophella bicoloroides	best hit
ASV3323	species	Acrothrix gracilis	Eukaryota	Phaeophyceae	Phaeophyceae	Ectocarpales	Acrotrichaceae	Acrothrix	Acrothrix gracilis	best hit
ASV3326	species	uncultured dinoflagellate	Eukaryota	Dinophyceae	Dinophyceae	unknown order	unknown family	unknown genus	uncultured dinoflagellate	lca
ASV3327	species	Arenicola marina	Eukaryota	Annelida	Polychaeta	unknown order	Arenicolidae	Arenicola	Arenicola marina	best hit
ASV333	species	Emiliania huxleyi	Eukaryota	Haptophyta	unknown class	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi	best hit
ASV3334	species	Cylindrotheca closterium	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium	lca
ASV3337	species	Temora sp.	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Temoridae	Temora	Temora sp.	lca
ASV3341	species	Leucopleurus acutus	Eukaryota	Chordata	Mammalia	Artiodactyla	Delphinidae	Leucopleurus	Leucopleurus acutus	best hit
ASV3343	species	Osmerus mordax	Eukaryota	Chordata	Actinopteri	Osmeriformes	Osmeridae	Osmerus	Osmerus mordax	best hit
ASV3345	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV335	species	uncultured Kareniaceae	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	unknown genus	uncultured Kareniaceae	best hit
ASV3359	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV336	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV3362	genus	Skeletonema	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	no identification	lca
ASV3363	species	uncultured dinoflagellate	Eukaryota	Dinophyceae	Dinophyceae	unknown order	unknown family	unknown genus	uncultured dinoflagellate	best hit
ASV3369	genus	Leohumicola	Fungi	Ascomycota	Leotiomycetes	unknown order	unknown family	Leohumicola	no identification	lca
ASV3373	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV3375	species	Emericellopsis sp. 1a5	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Emericellopsis	Emericellopsis sp. 1a5	best hit
ASV3379	species	Thalassiosira pseudonana	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira pseudonana	best hit
ASV3386	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV3389	species	Berkeleya fennica	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Berkeleyaceae	Berkeleya	Berkeleya fennica	lca
ASV34	species	Micromonas pusilla	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	lca
ASV3401	species	Chaetoceros tenuissimus	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros tenuissimus	best hit
ASV3403	species	Ceramium virgatum	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	Ceramium	Ceramium virgatum	best hit
ASV3416	species	Temora longicornis	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Temoridae	Temora	Temora longicornis	best hit
ASV3417	species	Palmaria palmata	Eukaryota	Rhodophyta	Florideophyceae	Palmariales	Palmariaceae	Palmaria	Palmaria palmata	best hit
ASV3431	species	Pseudocalanus newmani	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus newmani	lca
ASV3435	species	Asterias rubens	Eukaryota	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Asterias	Asterias rubens	best hit
ASV3440	species	Ophyiulus pilosus	Eukaryota	Arthropoda	Diplopoda	Julida	Julidae	Ophyiulus	Ophyiulus pilosus	best hit
ASV3445	species	Hematodinium sp.	Eukaryota	Dinophyceae	Dinophyceae	Syndiniales	Syndiniaceae	Hematodinium	Hematodinium sp.	lca
ASV3447	family	Pythiaceae	Eukaryota	Oomycota	unknown class	Pythiales	Pythiaceae	no identification	no identification	lca
ASV345	species	Pseudocalanus moultoni	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus moultoni	best hit
ASV3452	species	Hypogymnia vittata	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Hypogymnia	Hypogymnia vittata	best hit
ASV3454	species	Segregatospumella sp.	Eukaryota	Chrysophyceae	Chrysophyceae	unknown order	unknown family	Segregatospumella	Segregatospumella sp.	lca
ASV3461	order	Leptothecata	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	no identification	no identification	no identification	lca
ASV347	species	Parametriocnemus sp. BOLD:AAI2688	Eukaryota	Arthropoda	Insecta	Diptera	Chironomidae	Parametriocnemus	Parametriocnemus sp. BOLD:AAI2688	best hit
ASV3473	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV3474	phylum	Ascomycota	Fungi	Ascomycota	no identification	no identification	no identification	no identification	no identification	lca
ASV3493	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV3498	species	Chironomidae sp. BIOUG22045-E04	Eukaryota	Arthropoda	Insecta	Diptera	Chironomidae	unknown genus	Chironomidae sp. BIOUG22045-E04	best hit
ASV35	species	Pleuromamma borealis	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Pleuromamma	Pleuromamma borealis	best hit
ASV3500	species	Oithona similis	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona similis	best hit
ASV3501	species	Leohumicola verrucosa	Fungi	Ascomycota	Leotiomycetes	unknown order	unknown family	Leohumicola	Leohumicola verrucosa	lca
ASV351	species	Pseudo-nitzschia delicatissima	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia delicatissima	best hit
ASV3528	species	uncultured Flavobacteriales bacterium	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	unknown family	unknown genus	uncultured Flavobacteriales bacterium	best hit
ASV3530	genus	Leohumicola	Fungi	Ascomycota	Leotiomycetes	unknown order	unknown family	Leohumicola	no identification	lca
ASV3531	species	Epeorus fragilis	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	Epeorus	Epeorus fragilis	best hit
